dataset_key,dataset_label,lang,kind,sent_id,sent_len,mean_dep_distance,mean_intervener_complexity,tree_depth,tree_density,max_arity,avg_arity,proportion_high_arity_nodes
matched_random,Matched random structures,hi,random,35,11,1.1,1.4,8,0.5833333333333334,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,35,11,1.4,1.3,3,0.3333333333333333,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,36,11,2.0,2.3,8,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,36,11,1.2,1.3,3,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,37,10,1.4444444444444444,1.7777777777777777,5,0.6363636363636364,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,37,10,0.8888888888888888,1.2222222222222223,4,0.36363636363636365,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,38,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,38,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,40,7,1.1666666666666667,1.1666666666666667,4,0.375,2,0.875,0.0
matched_random,Matched random structures,hi,real,40,7,0.8333333333333334,1.1666666666666667,3,0.2,5,0.875,0.1
matched_random,Matched random structures,hi,random,44,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,44,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,45,9,0.75,1.25,6,0.6,3,0.9,0.1
matched_random,Matched random structures,hi,real,45,9,1.25,1.125,3,0.3,6,0.9,0.1
matched_random,Matched random structures,hi,random,51,9,0.875,1.375,6,0.6,2,0.9,0.0
matched_random,Matched random structures,hi,real,51,9,1.25,1.25,4,0.3,4,0.9,0.2
matched_random,Matched random structures,hi,random,61,11,2.2,2.0,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,61,11,1.6,1.5,4,0.4166666666666667,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,65,8,2.4285714285714284,2.7142857142857144,8,0.7777777777777778,1,0.8888888888888888,0.0
matched_random,Matched random structures,hi,real,65,8,0.5714285714285714,1.0,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,67,7,2.1666666666666665,2.1666666666666665,5,0.5,2,0.875,0.0
matched_random,Matched random structures,hi,real,67,7,1.0,1.1666666666666667,3,0.25,4,0.875,0.125
matched_random,Matched random structures,hi,random,69,10,2.6666666666666665,2.2222222222222223,8,0.6363636363636364,2,0.9090909090909091,0.0
matched_random,Matched random structures,hi,real,69,10,1.3333333333333333,1.4444444444444444,4,0.45454545454545453,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,71,11,1.5,1.5,4,0.4166666666666667,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,71,11,2.1,1.2,3,0.16666666666666666,5,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,72,11,1.3,1.8,7,0.6666666666666666,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,72,11,1.1,1.2,4,0.3333333333333333,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,82,11,1.3,1.7,6,0.5,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,82,11,1.4,1.5,4,0.3333333333333333,6,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,84,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,84,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,88,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,88,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,90,9,2.0,2.25,6,0.7,2,0.9,0.0
matched_random,Matched random structures,hi,real,90,9,1.125,1.5,4,0.4,5,0.9,0.1
matched_random,Matched random structures,hi,random,96,10,2.111111111111111,1.8888888888888888,7,0.5454545454545454,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,96,10,0.6666666666666666,1.1111111111111112,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,99,8,1.1428571428571428,1.4285714285714286,4,0.5555555555555556,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,99,8,1.5714285714285714,1.5714285714285714,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,102,10,1.0,1.1111111111111112,4,0.36363636363636365,4,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,real,102,10,0.8888888888888888,1.2222222222222223,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,104,11,1.3,1.3,4,0.4166666666666667,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,104,11,1.6,1.4,4,0.4166666666666667,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,105,11,1.1,1.5,5,0.5,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,105,11,1.0,1.2,4,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,106,11,1.5,1.9,8,0.5833333333333334,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,106,11,1.1,1.2,4,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,107,10,2.888888888888889,2.3333333333333335,7,0.5454545454545454,2,0.9090909090909091,0.0
matched_random,Matched random structures,hi,real,107,10,1.1111111111111112,1.3333333333333333,4,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,108,10,1.4444444444444444,1.2222222222222223,5,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,108,10,1.4444444444444444,1.3333333333333333,3,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,110,11,2.1,1.5,5,0.4166666666666667,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,real,110,11,1.4,1.3,3,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,112,11,1.6,1.4,4,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,real,112,11,1.9,1.4,4,0.3333333333333333,5,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,115,7,2.5,2.1666666666666665,4,0.375,4,0.875,0.125
matched_random,Matched random structures,hi,real,115,7,1.5,1.1666666666666667,3,0.25,4,0.875,0.125
matched_random,Matched random structures,hi,random,117,9,2.75,2.0,5,0.4,2,0.9,0.0
matched_random,Matched random structures,hi,real,117,9,1.0,1.375,3,0.4,5,0.9,0.1
matched_random,Matched random structures,hi,random,122,9,1.0,1.625,4,0.6,3,0.9,0.1
matched_random,Matched random structures,hi,real,122,9,1.125,1.375,3,0.4,4,0.9,0.1
matched_random,Matched random structures,hi,random,123,10,1.0,1.3333333333333333,5,0.5454545454545454,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,123,10,1.1111111111111112,1.2222222222222223,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,124,10,1.4444444444444444,1.5555555555555556,4,0.36363636363636365,5,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,124,10,1.7777777777777777,1.4444444444444444,4,0.36363636363636365,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,130,9,2.625,1.75,6,0.5,2,0.9,0.0
matched_random,Matched random structures,hi,real,130,9,0.375,1.0,4,0.4,3,0.9,0.1
matched_random,Matched random structures,hi,random,131,10,3.2222222222222223,2.3333333333333335,6,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,131,10,0.8888888888888888,1.2222222222222223,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,135,6,1.6,1.6,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,hi,real,135,6,0.4,1.2,3,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,random,136,10,1.6666666666666667,1.4444444444444444,4,0.45454545454545453,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,136,10,2.111111111111111,1.5555555555555556,4,0.36363636363636365,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,137,7,0.8333333333333334,1.3333333333333333,4,0.5,3,0.875,0.125
matched_random,Matched random structures,hi,real,137,7,1.1666666666666667,1.1666666666666667,3,0.2,3,0.875,0.2
matched_random,Matched random structures,hi,random,139,11,2.6,2.8,7,0.6666666666666666,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,139,11,0.5,1.0,5,0.3333333333333333,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,140,9,2.125,2.0,4,0.5,3,0.9,0.1
matched_random,Matched random structures,hi,real,140,9,1.125,1.25,3,0.3,4,0.9,0.2
matched_random,Matched random structures,hi,random,144,10,2.2222222222222223,1.4444444444444444,5,0.36363636363636365,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,real,144,10,1.5555555555555556,1.3333333333333333,3,0.2727272727272727,6,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,146,10,1.3333333333333333,1.5555555555555556,7,0.6363636363636364,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,146,10,1.7777777777777777,1.2222222222222223,3,0.2727272727272727,5,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,147,6,1.0,1.4,3,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,real,147,6,0.8,1.4,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,random,150,11,3.0,2.1,6,0.4166666666666667,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,150,11,0.7,1.1,4,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,151,10,1.5555555555555556,1.6666666666666667,6,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,151,10,1.2222222222222223,1.4444444444444444,4,0.36363636363636365,4,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,153,11,2.5,2.3,6,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,153,11,1.4,1.0,3,0.16666666666666666,7,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,160,9,0.75,1.375,6,0.6,2,0.9,0.0
matched_random,Matched random structures,hi,real,160,9,1.125,1.5,4,0.5,4,0.9,0.1
matched_random,Matched random structures,hi,random,162,9,2.5,1.75,5,0.4,2,0.9,0.0
matched_random,Matched random structures,hi,real,162,9,1.375,1.5,4,0.4,4,0.9,0.1
matched_random,Matched random structures,hi,random,163,11,2.6,2.6,6,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,163,11,1.1,1.3,5,0.4166666666666667,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,166,10,1.3333333333333333,1.6666666666666667,7,0.6363636363636364,2,0.9090909090909091,0.0
matched_random,Matched random structures,hi,real,166,10,0.6666666666666666,1.1111111111111112,4,0.36363636363636365,4,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,167,11,3.3,1.8,6,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,real,167,11,0.9,1.2,4,0.4166666666666667,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,170,9,2.875,2.75,7,0.6,2,0.9,0.0
matched_random,Matched random structures,hi,real,170,9,2.0,1.75,5,0.4,3,0.9,0.1
matched_random,Matched random structures,hi,random,172,8,1.1428571428571428,1.5714285714285714,4,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,172,8,1.5714285714285714,1.2857142857142858,3,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,173,7,1.8333333333333333,1.0,3,0.25,5,0.875,0.125
matched_random,Matched random structures,hi,real,173,7,1.0,1.1666666666666667,3,0.25,4,0.875,0.125
matched_random,Matched random structures,hi,random,179,9,1.0,1.375,6,0.5,3,0.9,0.1
matched_random,Matched random structures,hi,real,179,9,0.375,1.0,6,0.5,2,0.9,0.0
matched_random,Matched random structures,hi,random,184,10,2.4444444444444446,2.4444444444444446,7,0.5454545454545454,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,184,10,0.8888888888888888,1.0,3,0.2727272727272727,5,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,192,11,1.8,2.0,9,0.6666666666666666,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,192,11,1.5,1.2,4,0.3333333333333333,6,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,193,10,3.5555555555555554,2.3333333333333335,6,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,193,10,1.0,1.2222222222222223,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,194,7,0.8333333333333334,1.1666666666666667,4,0.5,2,0.875,0.0
matched_random,Matched random structures,hi,real,194,7,0.5,1.0,4,0.375,3,0.875,0.125
matched_random,Matched random structures,hi,random,197,7,1.1666666666666667,1.1666666666666667,4,0.375,4,0.875,0.125
matched_random,Matched random structures,hi,real,197,7,1.0,1.1666666666666667,3,0.3333333333333333,4,0.875,0.1111111111111111
matched_random,Matched random structures,hi,random,201,8,1.2857142857142858,1.7142857142857142,5,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,hi,real,201,8,0.8571428571428571,1.1428571428571428,3,0.3333333333333333,5,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,203,8,1.0,1.0,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,203,8,1.1428571428571428,1.1428571428571428,3,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,206,10,0.8888888888888888,1.2222222222222223,4,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,206,10,1.5555555555555556,1.4444444444444444,4,0.36363636363636365,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,207,9,1.625,1.375,4,0.4,3,0.9,0.1
matched_random,Matched random structures,hi,real,207,9,1.875,1.375,4,0.3,5,0.9,0.1
matched_random,Matched random structures,hi,random,210,9,1.625,2.25,8,0.7,2,0.9,0.0
matched_random,Matched random structures,hi,real,210,9,1.25,1.375,3,0.3,5,0.9,0.1
matched_random,Matched random structures,hi,random,212,11,3.3,2.6,8,0.5833333333333334,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,212,11,1.2,1.2,5,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,214,11,1.5,1.6,4,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,214,11,2.0,1.7,4,0.38461538461538464,4,0.9166666666666666,0.15384615384615385
matched_random,Matched random structures,hi,random,221,7,1.6666666666666667,1.1666666666666667,4,0.375,3,0.875,0.125
matched_random,Matched random structures,hi,real,221,7,1.3333333333333333,1.3333333333333333,3,0.25,5,0.875,0.125
matched_random,Matched random structures,hi,random,227,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,227,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,228,11,0.8,1.3,4,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,real,228,11,1.2,1.4,4,0.38461538461538464,3,0.9166666666666666,0.15384615384615385
matched_random,Matched random structures,hi,random,229,6,1.0,1.6,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,hi,real,229,6,1.0,1.2,3,0.2857142857142857,4,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,random,230,11,3.1,2.5,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,230,11,1.2,1.4,4,0.4166666666666667,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,231,10,2.2222222222222223,1.5555555555555556,6,0.45454545454545453,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,231,10,0.7777777777777778,1.2222222222222223,4,0.36363636363636365,5,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,233,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,233,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,235,11,2.4,2.1,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,235,11,0.9,1.2,4,0.3333333333333333,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,238,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,238,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,239,11,1.2,1.4,5,0.5,4,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,239,11,1.5,1.2,4,0.3333333333333333,6,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,242,10,1.6666666666666667,1.5555555555555556,4,0.45454545454545453,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,real,242,10,1.2222222222222223,1.3333333333333333,4,0.36363636363636365,4,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,243,9,1.625,1.625,6,0.5,2,0.9,0.0
matched_random,Matched random structures,hi,real,243,9,0.875,1.25,3,0.3,5,0.9,0.1
matched_random,Matched random structures,hi,random,250,5,1.5,1.0,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,hi,real,250,5,0.75,1.25,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,hi,random,251,9,1.25,1.5,6,0.6,2,0.9,0.0
matched_random,Matched random structures,hi,real,251,9,1.25,1.5,4,0.4,3,0.9,0.2
matched_random,Matched random structures,hi,random,252,8,1.2857142857142858,1.5714285714285714,4,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,252,8,0.8571428571428571,1.1428571428571428,3,0.3333333333333333,3,0.8888888888888888,0.2222222222222222
matched_random,Matched random structures,hi,random,253,11,2.5,2.2,7,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,253,11,1.7,1.4,4,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,256,9,2.0,2.25,7,0.7,2,0.9,0.0
matched_random,Matched random structures,hi,real,256,9,0.625,1.125,5,0.5,2,0.9,0.0
matched_random,Matched random structures,hi,random,257,9,1.625,1.625,6,0.5,2,0.9,0.0
matched_random,Matched random structures,hi,real,257,9,1.25,1.5,4,0.36363636363636365,4,0.9,0.09090909090909091
matched_random,Matched random structures,hi,random,259,8,1.2857142857142858,1.1428571428571428,3,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,259,8,0.7142857142857143,1.0,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,260,9,2.125,2.0,7,0.6,3,0.9,0.1
matched_random,Matched random structures,hi,real,260,9,1.375,1.625,4,0.4,4,0.9,0.1
matched_random,Matched random structures,hi,random,262,10,1.6666666666666667,1.3333333333333333,5,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,262,10,2.111111111111111,1.5555555555555556,3,0.2727272727272727,6,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,265,10,3.7777777777777777,3.2222222222222223,8,0.6363636363636364,2,0.9090909090909091,0.0
matched_random,Matched random structures,hi,real,265,10,1.1111111111111112,1.2222222222222223,4,0.36363636363636365,4,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,hi,random,268,4,0.3333333333333333,1.0,4,0.6,1,0.8,0.0
matched_random,Matched random structures,hi,real,268,4,0.3333333333333333,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,hi,random,269,7,1.5,1.5,5,0.5,3,0.875,0.125
matched_random,Matched random structures,hi,real,269,7,0.8333333333333334,1.1666666666666667,3,0.375,4,0.875,0.125
matched_random,Matched random structures,hi,random,276,7,1.3333333333333333,1.5,4,0.5,2,0.875,0.0
matched_random,Matched random structures,hi,real,276,7,0.8333333333333334,1.3333333333333333,4,0.375,4,0.875,0.125
matched_random,Matched random structures,hi,random,279,11,1.0,1.3,6,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,279,11,1.6,1.3,3,0.25,5,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,281,10,1.7777777777777777,2.111111111111111,6,0.6363636363636364,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,real,281,10,0.8888888888888888,1.1111111111111112,5,0.45454545454545453,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,hi,random,282,11,2.1,2.2,7,0.6666666666666666,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,282,11,1.1,1.5,4,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,random,285,11,2.0,1.9,7,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,285,11,1.7,1.4,5,0.38461538461538464,3,0.9166666666666666,0.15384615384615385
matched_random,Matched random structures,hi,random,286,8,1.0,1.2857142857142858,4,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,real,286,8,1.1428571428571428,1.2857142857142858,4,0.3333333333333333,3,0.8888888888888888,0.2222222222222222
matched_random,Matched random structures,hi,random,288,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,288,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,289,11,1.3,1.4,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,real,289,11,0.8,1.1,4,0.3333333333333333,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,290,11,1.4,1.3,5,0.4166666666666667,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,hi,real,290,11,1.6,1.7,4,0.4166666666666667,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,hi,random,292,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,292,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,293,11,1.6,1.9,7,0.5833333333333334,2,0.9166666666666666,0.0
matched_random,Matched random structures,hi,real,293,11,1.6,1.5,6,0.35714285714285715,4,0.9166666666666666,0.07142857142857142
matched_random,Matched random structures,hi,random,294,7,1.8333333333333333,1.6666666666666667,5,0.5,3,0.875,0.125
matched_random,Matched random structures,hi,real,294,7,0.5,1.1666666666666667,4,0.5,2,0.875,0.0
matched_random,Matched random structures,hi,random,297,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,real,297,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,hi,random,310,9,1.875,1.75,5,0.4,4,0.9,0.1
matched_random,Matched random structures,hi,real,310,9,1.0,1.125,3,0.3,4,0.9,0.2
matched_random,Matched random structures,hi,random,312,6,1.4,1.8,6,0.7142857142857143,1,0.8571428571428571,0.0
matched_random,Matched random structures,hi,real,312,6,0.8,1.0,3,0.2857142857142857,4,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,random,315,6,0.8,1.2,3,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,real,315,6,0.8,1.2,3,0.2857142857142857,4,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,hi,random,324,9,1.25,1.5,5,0.5,3,0.9,0.1
matched_random,Matched random structures,hi,real,324,9,1.5,1.5,4,0.3,5,0.9,0.1
matched_random,Matched random structures,hi,random,325,8,1.5714285714285714,1.5714285714285714,6,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,hi,real,325,8,0.7142857142857143,1.0,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,hi,random,327,11,2.0,1.9,5,0.5,3,0.9166666666666666,0.08333333333333333
